RUN	io.gatling.js.JsSimulation	jssimulation	1730584003490	 	3.12.0
USER	Get Authorized User	START	1730584004152
USER	Get Authorized User	START	1730584004152
USER	Get Authorized User	START	1730584004189
USER	Get Authorized User	START	1730584004246
USER	Get Authorized User	START	1730584004293
REQUEST		get user	1730584004139	1730584004320	OK	 
REQUEST		get user	1730584004108	1730584004320	OK	 
REQUEST		get user	1730584004186	1730584004334	OK	 
USER	Get Authorized User	END	1730584004338
USER	Get Authorized User	END	1730584004338
USER	Get Authorized User	END	1730584004338
USER	Get Authorized User	START	1730584004341
USER	Get Authorized User	START	1730584004390
REQUEST		get user	1730584004245	1730584004400	OK	 
USER	Get Authorized User	END	1730584004402
REQUEST		get user	1730584004292	1730584004429	OK	 
USER	Get Authorized User	END	1730584004431
USER	Get Authorized User	START	1730584004436
REQUEST		get user	1730584004340	1730584004480	OK	 
USER	Get Authorized User	END	1730584004482
USER	Get Authorized User	START	1730584004485
REQUEST		get user	1730584004388	1730584004531	OK	 
USER	Get Authorized User	END	1730584004532
USER	Get Authorized User	START	1730584004548
REQUEST		get user	1730584004434	1730584004589	OK	 
USER	Get Authorized User	END	1730584004591
USER	Get Authorized User	START	1730584004594
USER	Get Authorized User	START	1730584004640
USER	Get Authorized User	START	1730584004688
REQUEST		get user	1730584004547	1730584004693	OK	 
USER	Get Authorized User	END	1730584004693
USER	Get Authorized User	START	1730584004749
REQUEST		get user	1730584004639	1730584004763	OK	 
REQUEST		get user	1730584004592	1730584004763	OK	 
USER	Get Authorized User	END	1730584004764
USER	Get Authorized User	END	1730584004764
USER	Get Authorized User	START	1730584004795
REQUEST		get user	1730584004687	1730584004831	OK	 
USER	Get Authorized User	END	1730584004831
USER	Get Authorized User	START	1730584004842
USER	Get Authorized User	START	1730584004888
REQUEST		get user	1730584004748	1730584004888	OK	 
USER	Get Authorized User	END	1730584004888
REQUEST		get user	1730584004482	1730584004898	OK	 
USER	Get Authorized User	END	1730584004899
REQUEST		get user	1730584004794	1730584004934	OK	 
USER	Get Authorized User	END	1730584004935
USER	Get Authorized User	START	1730584004949
REQUEST		get user	1730584004841	1730584004984	OK	 
USER	Get Authorized User	END	1730584004986
USER	Get Authorized User	START	1730584004998
REQUEST		get user	1730584004887	1730584005008	OK	 
USER	Get Authorized User	END	1730584005010
USER	Get Authorized User	START	1730584005045
USER	Get Authorized User	START	1730584005089
REQUEST		get user	1730584004949	1730584005094	OK	 
USER	Get Authorized User	END	1730584005095
REQUEST		get user	1730584004995	1730584005127	OK	 
USER	Get Authorized User	END	1730584005128
USER	Get Authorized User	START	1730584005152
REQUEST		get user	1730584005043	1730584005164	OK	 
USER	Get Authorized User	END	1730584005165
USER	Get Authorized User	START	1730584005196
REQUEST		get user	1730584005089	1730584005212	OK	 
USER	Get Authorized User	END	1730584005213
USER	Get Authorized User	START	1730584005243
REQUEST		get user	1730584005150	1730584005275	OK	 
USER	Get Authorized User	END	1730584005277
USER	Get Authorized User	START	1730584005290
REQUEST		get user	1730584005195	1730584005325	OK	 
USER	Get Authorized User	END	1730584005325
USER	Get Authorized User	START	1730584005337
REQUEST		get user	1730584005242	1730584005373	OK	 
USER	Get Authorized User	END	1730584005374
USER	Get Authorized User	START	1730584005399
REQUEST		get user	1730584005289	1730584005410	OK	 
USER	Get Authorized User	END	1730584005411
USER	Get Authorized User	START	1730584005445
REQUEST		get user	1730584005336	1730584005469	OK	 
USER	Get Authorized User	END	1730584005470
USER	Get Authorized User	START	1730584005492
REQUEST		get user	1730584005398	1730584005517	OK	 
USER	Get Authorized User	END	1730584005518
USER	Get Authorized User	START	1730584005538
REQUEST		get user	1730584005445	1730584005590	OK	 
USER	Get Authorized User	END	1730584005592
USER	Get Authorized User	START	1730584005602
REQUEST		get user	1730584005491	1730584005614	OK	 
USER	Get Authorized User	END	1730584005616
USER	Get Authorized User	START	1730584005647
REQUEST		get user	1730584005538	1730584005664	OK	 
USER	Get Authorized User	END	1730584005666
USER	Get Authorized User	START	1730584005692
REQUEST		get user	1730584005600	1730584005727	OK	 
USER	Get Authorized User	END	1730584005729
USER	Get Authorized User	START	1730584005739
REQUEST		get user	1730584005646	1730584005774	OK	 
USER	Get Authorized User	END	1730584005776
USER	Get Authorized User	START	1730584005801
REQUEST		get user	1730584005691	1730584005823	OK	 
USER	Get Authorized User	END	1730584005825
USER	Get Authorized User	START	1730584005848
REQUEST		get user	1730584005738	1730584005868	OK	 
USER	Get Authorized User	END	1730584005869
USER	Get Authorized User	START	1730584005891
USER	Get Authorized User	START	1730584005938
REQUEST		get user	1730584005800	1730584005952	OK	 
USER	Get Authorized User	END	1730584005953
REQUEST		get user	1730584005846	1730584005967	OK	 
