timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730590806513,155,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-198,text,true,,1208,191,8,21,https://api.clickup.com/api/v2/user,155,0,60
1730590806572,153,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-199,text,true,,1208,191,9,23,https://api.clickup.com/api/v2/user,153,0,69
1730590806574,152,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-196,text,true,,1208,191,9,23,https://api.clickup.com/api/v2/user,152,0,67
1730590806550,177,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-195,text,true,,1208,191,9,23,https://api.clickup.com/api/v2/user,177,0,70
1730590806551,195,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-200,text,true,,1208,191,9,23,https://api.clickup.com/api/v2/user,195,0,69
1730590806645,125,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-197,text,true,,1208,191,9,24,https://api.clickup.com/api/v2/user,124,0,39
1730590806589,193,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-193,text,true,,1207,191,9,24,https://api.clickup.com/api/v2/user,193,0,54
1730590806663,132,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-194,text,true,,1207,191,10,26,https://api.clickup.com/api/v2/user,132,0,49
1730590806691,152,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-192,text,true,,1208,191,10,26,https://api.clickup.com/api/v2/user,152,0,54
1730590806726,122,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-199,text,true,,1208,191,10,27,https://api.clickup.com/api/v2/user,122,0,40
1730590806668,191,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-198,text,true,,1208,191,10,27,https://api.clickup.com/api/v2/user,190,0,61
1730590806770,138,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-197,text,true,,1208,191,11,29,https://api.clickup.com/api/v2/user,138,0,42
1730590806746,166,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-200,text,true,,1206,191,11,29,https://api.clickup.com/api/v2/user,166,0,42
1730590806728,189,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-195,text,true,,1208,191,11,29,https://api.clickup.com/api/v2/user,189,0,41
1730590806727,190,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-196,text,true,,1208,191,11,29,https://api.clickup.com/api/v2/user,190,0,42
1730590806789,156,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-191,text,true,,1208,191,11,29,https://api.clickup.com/api/v2/user,156,0,59
1730590806782,191,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-193,text,true,,1208,191,11,30,https://api.clickup.com/api/v2/user,191,0,38
1730590806796,193,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-194,text,true,,1208,191,12,31,https://api.clickup.com/api/v2/user,193,0,51
1730590806844,158,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-192,text,true,,1207,191,12,32,https://api.clickup.com/api/v2/user,158,0,48
1730590806859,144,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-198,text,true,,1207,191,12,32,https://api.clickup.com/api/v2/user,144,0,52
1730590806849,168,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-199,text,true,,1206,191,12,32,https://api.clickup.com/api/v2/user,168,0,46
1730590806912,135,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-200,text,true,,1207,191,12,32,https://api.clickup.com/api/v2/user,135,0,40
1730590806917,132,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-195,text,true,,1207,191,12,33,https://api.clickup.com/api/v2/user,132,0,41
1730590806918,135,Get Authorized User,200,OK,jp@gc - Ultimate Thread Group 1-196,text,true,,1207,191,12,33,https://api.clickup.com/api/v2/user,135,0,41
1730590806891,169,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,12,33,https://api.clickup.com/api/v2/user,169,0,39
1730590806909,164,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1077,191,12,33,https://api.clickup.com/api/v2/user,164,0,37
1730590806974,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1077,191,12,33,https://api.clickup.com/api/v2/user,105,0,39
1730590806990,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,12,33,https://api.clickup.com/api/v2/user,100,0,41
1730590806990,107,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,13,35,https://api.clickup.com/api/v2/user,107,0,44
1730590807004,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,13,35,https://api.clickup.com/api/v2/user,100,0,39
1730590807002,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,13,35,https://api.clickup.com/api/v2/user,105,0,41
1730590807018,103,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1078,191,13,35,https://api.clickup.com/api/v2/user,103,0,38
1730590807050,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1078,191,13,36,https://api.clickup.com/api/v2/user,102,0,40
1730590807054,98,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1078,191,13,36,https://api.clickup.com/api/v2/user,98,0,40
1730590807061,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,13,36,https://api.clickup.com/api/v2/user,106,0,41
1730590807047,127,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,13,36,https://api.clickup.com/api/v2/user,127,0,43
1730590807074,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,13,36,https://api.clickup.com/api/v2/user,110,0,44
1730590807091,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,14,37,https://api.clickup.com/api/v2/user,102,0,40
1730590807080,114,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,14,37,https://api.clickup.com/api/v2/user,114,0,42
1730590807092,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1076,191,14,38,https://api.clickup.com/api/v2/user,108,0,42
1730590807098,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,14,38,https://api.clickup.com/api/v2/user,104,0,41
1730590807108,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,14,38,https://api.clickup.com/api/v2/user,100,0,39
1730590807104,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,14,38,https://api.clickup.com/api/v2/user,104,0,41
1730590807121,112,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1078,191,14,38,https://api.clickup.com/api/v2/user,112,0,46
1730590807153,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1076,191,14,39,https://api.clickup.com/api/v2/user,100,0,38
1730590807153,103,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1077,191,14,39,https://api.clickup.com/api/v2/user,103,0,39
1730590807174,99,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,14,39,https://api.clickup.com/api/v2/user,99,0,39
1730590807168,107,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,14,39,https://api.clickup.com/api/v2/user,106,0,41
1730590806946,329,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1077,191,14,39,https://api.clickup.com/api/v2/user,328,0,39
1730590807185,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,14,39,https://api.clickup.com/api/v2/user,102,0,40
1730590807191,97,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,14,39,https://api.clickup.com/api/v2/user,97,0,39
1730590807194,99,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,15,40,https://api.clickup.com/api/v2/user,99,0,39
1730590807195,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,15,41,https://api.clickup.com/api/v2/user,102,0,40
1730590807201,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1077,191,15,41,https://api.clickup.com/api/v2/user,110,0,42
1730590807202,109,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,15,41,https://api.clickup.com/api/v2/user,109,0,42
1730590807209,107,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1077,191,15,41,https://api.clickup.com/api/v2/user,106,0,41
1730590807209,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,15,41,https://api.clickup.com/api/v2/user,108,0,41
1730590807233,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1076,191,15,41,https://api.clickup.com/api/v2/user,108,0,42
1730590807254,101,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1078,191,15,42,https://api.clickup.com/api/v2/user,101,0,37
1730590807256,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1078,191,15,42,https://api.clickup.com/api/v2/user,102,0,40
1730590807275,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1078,191,15,42,https://api.clickup.com/api/v2/user,104,0,45
1730590807273,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,15,42,https://api.clickup.com/api/v2/user,108,0,42
1730590807275,111,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,15,42,https://api.clickup.com/api/v2/user,111,0,44
1730590807290,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,108,0,48
1730590807288,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,110,0,49
1730590807289,111,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,111,0,47
1730590807294,120,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,120,0,48
1730590807297,120,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,120,0,53
1730590807312,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,105,0,40
1730590807313,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,105,0,42
1730590807317,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1077,191,16,44,https://api.clickup.com/api/v2/user,106,0,43
1730590807317,109,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,16,44,https://api.clickup.com/api/v2/user,109,0,43
1730590807359,115,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1078,191,16,45,https://api.clickup.com/api/v2/user,115,0,42
1730590807356,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1078,191,16,45,https://api.clickup.com/api/v2/user,102,0,38
1730590807380,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1078,191,16,45,https://api.clickup.com/api/v2/user,105,0,44
1730590807341,175,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,175,0,40
1730590807390,126,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-185,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,126,0,48
1730590807399,117,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1077,191,17,47,https://api.clickup.com/api/v2/user,117,0,44
1730590807399,118,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1077,191,17,47,https://api.clickup.com/api/v2/user,118,0,48
1730590807401,116,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,116,0,49
1730590807387,131,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,131,0,57
1730590807415,103,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,103,0,40
1730590807417,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,108,0,43
1730590807423,113,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,113,0,51
1730590807417,119,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,119,0,52
1730590807426,113,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,17,47,https://api.clickup.com/api/v2/user,113,0,48
1730590807382,178,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,17,48,https://api.clickup.com/api/v2/user,178,0,48
1730590807481,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1078,191,17,48,https://api.clickup.com/api/v2/user,104,0,40
1730590807419,190,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,190,0,49
1730590807486,124,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,124,0,59
1730590807489,121,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-184,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,121,0,56
1730590807518,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,100,0,41
1730590807517,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,104,0,42
1730590807517,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-185,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,104,0,45
1730590807517,109,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,109,0,40
1730590807517,114,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1077,191,18,50,https://api.clickup.com/api/v2/user,114,0,42
1730590807525,107,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,107,0,45
1730590807519,113,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,113,0,45
1730590807517,119,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,119,0,44
1730590807537,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,18,50,https://api.clickup.com/api/v2/user,106,0,42
1730590807536,115,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,18,51,https://api.clickup.com/api/v2/user,115,0,41
1730590807561,112,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,18,51,https://api.clickup.com/api/v2/user,112,0,39
1730590807586,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-196,text,false,,1078,191,18,51,https://api.clickup.com/api/v2/user,100,0,38
1730590807539,174,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,174,0,41
1730590807609,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,104,0,39
1730590807611,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-184,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,105,0,46
1730590807611,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1077,191,19,53,https://api.clickup.com/api/v2/user,106,0,46
1730590807618,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,102,0,44
1730590807622,103,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,103,0,41
1730590807626,103,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,19,53,https://api.clickup.com/api/v2/user,103,0,43
1730590807631,115,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,115,0,51
1730590807633,114,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,114,0,51
1730590807644,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,110,0,44
1730590807590,170,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-183,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,170,0,43
1730590807622,143,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-185,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,143,0,41
1730590807482,296,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,296,0,43
1730590807674,108,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,19,54,https://api.clickup.com/api/v2/user,108,0,42
1730590807689,101,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-182,text,false,,1078,191,20,55,https://api.clickup.com/api/v2/user,101,0,41
1730590807651,175,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,174,0,40
1730590807717,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-184,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,110,0,44
1730590807713,121,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,121,0,41
1730590807633,203,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,203,0,42
1730590807725,111,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,111,0,39
1730590807717,122,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,122,0,45
1730590807730,111,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,111,0,40
1730590807713,130,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,130,0,43
1730590807721,122,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,20,56,https://api.clickup.com/api/v2/user,122,0,43
1730590807748,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-194,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,104,0,40
1730590807755,105,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,105,0,43
1730590807760,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-183,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,102,0,40
1730590807766,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-185,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,102,0,40
1730590807746,129,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,128,0,43
1730590807782,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,106,0,46
1730590807789,101,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-181,text,false,,1078,191,20,57,https://api.clickup.com/api/v2/user,100,0,40
1730590807778,119,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-195,text,false,,1076,191,21,59,https://api.clickup.com/api/v2/user,119,0,50
1730590807791,110,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-182,text,false,,1078,191,21,59,https://api.clickup.com/api/v2/user,110,0,50
1730590807834,107,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-198,text,false,,1078,191,21,59,https://api.clickup.com/api/v2/user,107,0,44
1730590807836,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-197,text,false,,1078,191,21,59,https://api.clickup.com/api/v2/user,106,0,42
1730590807836,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-188,text,false,,1078,191,21,59,https://api.clickup.com/api/v2/user,106,0,44
1730590807843,102,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-190,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,102,0,40
1730590807841,109,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-187,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,109,0,40
1730590807827,126,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-184,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,125,0,41
1730590807826,127,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-192,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,127,0,44
1730590807861,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-193,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,106,0,42
1730590807863,100,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-183,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,100,0,41
1730590807840,123,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-191,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,123,0,41
1730590807636,326,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-199,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,326,0,44
1730590807843,114,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-189,text,false,,1078,191,21,60,https://api.clickup.com/api/v2/user,114,0,40
1730590807889,104,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-200,text,false,,1078,191,22,61,https://api.clickup.com/api/v2/user,104,0,42
1730590807875,120,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-186,text,false,,1076,191,22,61,https://api.clickup.com/api/v2/user,119,0,54
1730590807891,106,Get Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-180,text,false,,1078,191,22,62,https://api.clickup.com/api/v2/user,106,0,43
